"source file","M/Z","Intensity","Ret Time","Intensity Relative to Standard","Closest matched MW","Error (ppm) to closest MW match","Closest match Type","Closest matched formula","Closest matched formula DBE","Molecular ion matching MWs","Molecular ion matching chemical formulas","Molecular ion matching SMILES","Molecular ion matching chemical names","Deprotonated matching MWs","Deprotonated matching chemical formulas","Deprotonated matching SMILES","Deprotonated matching chemical names","Protonated matching MWs","Protonated matching chemical formulas","Protonated matching SMILES","Protonated matching chemical names"
"DIMER_27_362DA_APPI_363HCD40.csv",165.0661,385000.0,nan,nan,166.02661,-5785.277,"same","C8H6O4",6.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",165.0717,1340000.0,nan,nan,166.02661,-5751.548,"same","C8H6O4",6.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",165.0773,696000.0,nan,nan,166.02661,-5717.818,"same","C8H6O4",6.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",166.072,181000.0,nan,nan,166.07825,-37.633,"same","C13H10",9.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",166.0776,535000.0,nan,nan,166.07825,-3.914,"same","C13H10",9.0,"(166.07825, -3.9)","('C13H10', 9.0)","{'C1=CC2=CC=C3C=CC=CC3=C2C1', 'C1=CC=C2C(=C1)CC1=C2C=CC=C1'}","[{'benzindene', '1h-cyclopenta[a]naphthalene', '1h-benz[e]indene'}, {'diphenylenemethane', '9h-fluorene', 'o-biphenylenemethane'}]","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",166.0833,367000.0,nan,nan,166.07825,30.407,"same","C13H10",9.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",167.081,205000.0,nan,nan,166.07825,-6001.580071941106,"same","C13H10*",9.0,"(166.07825, -3.9)","('C13H10', 9.0)","{'C1=CC2=CC=C3C=CC=CC3=C2C1', 'C1=CC=C2C(=C1)CC1=C2C=CC=C1'}","[{'benzindene', '1h-cyclopenta[a]naphthalene', '1h-benz[e]indene'}, {'diphenylenemethane', '9h-fluorene', 'o-biphenylenemethane'}]","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",167.0866,564000.0,nan,nan,168.04226,-5687.022,"same","C8H8O4",5.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",167.0923,323000.0,nan,nan,168.04226,-5653.102,"same","C8H8O4",5.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",168.0534,196000.0,nan,nan,168.05751,-24.456,"same","C12H8O",9.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",168.0591,448000.0,nan,nan,168.05751,9.461,"same","C12H8O",9.0,"(168.05751, 9.5)","('C12H8O', 9.0)","{'OC1=CC=CC2=C1C1=C2C=CC=C1', 'C1=CC=C2C(=C1)OC1=C2C=CC=C1', 'OC1=C2C=CC3=C2C(=CC=C3)C=C1', 'OC1=CC2=C3C(=CC=C2)C=CC3=C1'}","[{'biphenyl enol', 'hydroxybiphenylen', 'biphenylen-1-ol'}, {'dibenzofuran'}, {'acenaphthylen-3-ol'}, {'4-acenaphthylenol', 'acenaphthylen-4-ol', '7-hydroxyacenaphthylene'}]","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",168.0647,230000.0,nan,nan,168.05751,42.783,"same","C12H8O",9.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",168.093,138000.0,nan,nan,168.0939,-5.354,"same","C13H12",8.0,"(168.0939, -5.4)","('C13H12', 8.0)","{'CC1=CC=CC=C1C1=CC=CC=C1', 'CC1=CC(C2=CC=CC=C2)=CC=C1', 'CC1=CC=C(C2=CC=CC=C2)C=C1'}","[{'1-methyl-2-phenylbenzene', '2-methylbiphenyl'}, {'3-phenyltoluene', '1-methyl-3-phenylbenzene', '3-methylbiphenyl'}, {'4-methylbiphenyl', '1-methyl-4-phenylbenzene'}]","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",168.0987,89700.0,nan,nan,168.0939,28.555,"same","C13H12",8.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",169.0627,219000.0,nan,nan,168.05751,-5945.663945979798,"same","C12H8O*",9.0,"(168.05751, 9.5)","('C12H8O', 9.0)","{'OC1=CC=CC2=C1C1=C2C=CC=C1', 'C1=CC=C2C(=C1)OC1=C2C=CC=C1', 'OC1=C2C=CC3=C2C(=CC=C3)C=C1', 'OC1=CC2=C3C(=CC=C2)C=CC3=C1'}","[{'biphenyl enol', 'hydroxybiphenylen', 'biphenylen-1-ol'}, {'dibenzofuran'}, {'acenaphthylen-3-ol'}, {'4-acenaphthylenol', 'acenaphthylen-4-ol', '7-hydroxyacenaphthylene'}]","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",169.0684,265000.0,nan,nan,170.03678,-5695.121,"same","C11H6O2",9.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",169.0741,92000.0,nan,nan,170.03678,-5661.599,"same","C11H6O2",9.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",170.0751,97400.0,nan,nan,170.07316,11.407,"same","C12H10O",8.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",177.0658,114000.0,nan,nan,176.12012,5369.517,"same","C12H16O",5.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",177.0716,252000.0,nan,nan,178.02661,-5364.423,"same","C9H6O4",7.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",177.0775,153000.0,nan,nan,178.02661,-5331.282,"same","C9H6O4",7.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",178.0727,314000.0,nan,nan,178.06299,54.531,"same","C10H10O3",6.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",178.0785,1690000.0,nan,nan,178.06299,87.104,"same","C10H10O3",6.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",178.0843,1180000.0,nan,nan,178.09938,-84.672,"same","C11H14O2",5.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",178.0902,116000.0,nan,nan,178.09938,-51.544,"same","C11H14O2",5.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",179.0824,764000.0,nan,nan,180.04226,-5331.304,"same","C9H8O4",6.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",179.0882,1610000.0,nan,nan,180.04226,-5299.089,"same","C9H8O4",6.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",179.0941,503000.0,nan,nan,180.04226,-5266.319,"same","C9H8O4",6.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",180.0891,191000.0,nan,nan,180.0939,-26.653,"same","C14H12",9.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",180.0949,198000.0,nan,nan,180.0939,5.553,"same","C14H12",9.0,"(180.0939, 5.6)","('C14H12', 9.0)","{'C(=CC1=CC=CC=C1)C1=CC=CC=C1', 'C=CC1=CC(C2=CC=CC=C2)=CC=C1', 'C1=CC=C2C(=C1)CCC1=C2C=CC=C1'}","[{'stilbene', '1,2-diphenylethene'}, {'3-vinylbiphenyl', '1-ethenyl-3-phenylbenzene', ""3-vinyl-1,1'-biphenyl"", 'm-phenyl styrene'}, {'9,10-dihydrophenanthrene'}]","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",181.0633,730000.0,nan,nan,180.1878,4858.82,"same","C13H24",2.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",181.0692,1090000.0,nan,nan,180.1878,4891.563,"same","C13H24",2.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",181.0751,289000.0,nan,nan,180.1878,4924.307,"same","C13H24",2.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",181.1045,109000.0,nan,nan,180.1878,5087.47,"same","C13H24",2.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",182.0697,313000.0,nan,nan,182.07316,-19.003,"same","C13H10O",9.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",182.0755,414000.0,nan,nan,182.07316,12.852,"same","C13H10O",9.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",182.0814,144000.0,nan,nan,182.07316,45.257,"same","C13H10O",9.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",183.0433,97500.0,nan,nan,182.10955,5127.408,"same","C14H14",8.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",183.0492,95200.0,nan,nan,182.10955,5159.806,"same","C14H14",8.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",183.0788,227000.0,nan,nan,184.05243,-5289.96,"same","C12H8O2",9.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",183.0847,248000.0,nan,nan,184.05243,-5257.904,"same","C12H8O2",9.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",184.0492,95400.0,nan,nan,184.05243,-17.549,"same","C12H8O2",9.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",184.0551,133000.0,nan,nan,184.05243,14.507,"same","C12H8O2",9.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",185.0579,148000.0,nan,nan,186.03169,-5234.538,"same","C11H6O3",9.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",185.0638,188000.0,nan,nan,186.03169,-5202.823,"same","C11H6O3",9.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",189.066,131000.0,nan,nan,188.12012,5028.064,"same","C13H16O",6.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",189.072,285000.0,nan,nan,188.12012,5059.958,"same","C13H16O",6.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",189.078,164000.0,nan,nan,188.12012,5091.853,"same","C13H16O",6.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",190.0763,196000.0,nan,nan,190.06299,70.029,"same","C11H10O3",7.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",190.0823,215000.0,nan,nan,190.09938,-89.848,"same","C12H14O2",6.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",191.0832,416000.0,nan,nan,192.00587,-4805.426,"same","C9H4O5",8.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",191.0892,708000.0,nan,nan,192.00587,-4774.177,"same","C9H4O5",8.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",191.0952,236000.0,nan,nan,192.00587,-4742.928,"same","C9H4O5",8.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",192.0867,113000.0,nan,nan,192.0939,-37.482,"same","C15H12",10.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",192.0927,355000.0,nan,nan,192.0939,-6.247,"same","C15H12",10.0,"(192.0939, -6.2)","('C15H12', 10.0)","{'C1=C(C2=CC=CC=C2)CC2=CC=CC=C12', 'C1=CC2=CC(C3=CC=CC=C3)=CC=C2C1'}","[{'postulated structure'}, {'postulated structure'}]","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",192.0988,304000.0,nan,nan,192.0939,25.508,"same","C15H12",10.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",193.0625,132000.0,nan,nan,192.11503,4931.785,"same","C12H16O2",5.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",193.0685,185000.0,nan,nan,194.02152,-4911.929,"same","C9H6O5",7.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",194.0712,262000.0,nan,nan,194.07316,-10.099,"same","C14H10O",10.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",194.0772,324000.0,nan,nan,194.07316,20.817,"same","C14H10O",10.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",194.0833,105000.0,nan,nan,194.07316,52.248,"same","C14H10O",10.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",195.0764,344000.0,nan,nan,194.20345,4495.028,"same","C14H26",2.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",195.0825,995000.0,nan,nan,194.20345,4526.439,"same","C14H26",2.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",195.0886,505000.0,nan,nan,194.20345,4557.849,"same","C14H26",2.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",196.0475,163000.0,nan,nan,196.05243,-25.146,"same","C13H8O2",10.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",196.0536,418000.0,nan,nan,196.05243,5.968,"same","C13H8O2",10.0,"(196.05243, 6.0)","('C13H8O2', 10.0)","{'O=C1C2=CC=CC=C2OC2=CC=CC=C12', 'O=C1C2=CC=CC=C2C2=C1C=CC=C2O', 'O=C1OC2=CC=CC=C2C2=CC=CC=C12'}","[{'xanthone', 'xanthen-9-one'}, {'4-hydroxy-9-fluorenone', '4-hydroxyfluoren-9-one'}, {'6h-dibenzo[b,d]pyran-6-one', 'benzo[c]chromen-6-one'}]","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",196.0597,247000.0,nan,nan,196.05243,37.082,"same","C13H8O2",10.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",196.0658,120000.0,nan,nan,196.07356,-39.577,"same","C10H12O4",5.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",196.0719,135000.0,nan,nan,196.07356,-8.466,"same","C10H12O4",5.0,"(196.07356, -8.5)","('C10H12O4', 5.0)","{'COC1=CC(CC(O)C=O)=CC=C1O', 'COC1=C(O)C(OC)=CC(C(C)=O)=C1', 'COC1=C(O)C=C2OCCC(O)C2=C1', 'COC1=CC(C(O)=C(C)O)=CC=C1O', 'COC1=C(O)C=CC(C(=CO)CO)=C1', 'COC1=C(O)C=C2OCC(O)CC2=C1', 'COC1=CC(C=CCO)=CC(O)=C1O', 'C=C(O)C1=CC(OC)=C(O)C(OC)=C1', 'COC1=C(O)C=CC(C(O)=CCO)=C1', 'OC1=CC2=C(C=C1O)C(O)C(O)CC2', 'COC1=CC=C2OCC(O)C(O)C2=C1', 'COC1=CC(=CCCO)C=C(O)C1=O', 'COC1=CC=CC(C(O)=C(O)CO)=C1', 'COC1=C(O)C=CC(C(=O)CCO)=C1'}","[{'2-hydroxy-3-(4-hydroxy-3-methoxyphenyl)propanal'}, {'1-(4-hydroxy-3,5-dimethoxyphenyl)ethanone', 'acetosyringone'}, {'postulated structure'}, {'postulated structure'}, {'postulated structure'}, {'postulated structure'}, {'5-hydroxyconiferyl alcohol', '5-[(e)-3-hydroxyprop-1-enyl]-3-methoxybenzene-1,2-diol'}, {'postulated structure'}, {'postulated structure'}, {'postulated structure'}, {'postulated structure'}, {'dehydrogenated 5-hydroxyconiferyl alcohol'}, {'postulated structure'}, {'beta-hydroxypropiovanillone', '3-hydroxy-1-(4-hydroxy-3-methoxyphenyl)propan-1-one'}]","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",196.078,103000.0,nan,nan,196.07356,22.645,"same","C10H12O4",5.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",196.0842,249000.0,nan,nan,196.08882,-23.561,"same","C14H12O",9.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",196.0903,473000.0,nan,nan,196.08882,7.548,"same","C14H12O",9.0,"(196.08882, 7.5)","('C14H12O', 9.0)","{'O=C(CC1=CC=CC=C1)C1=CC=CC=C1', 'OC1=CC=C(C=CC2=CC=CC=C2)C=C1', 'C1=CC=C(C2CC3=CC=CC=C3O2)C=C1'}","[{'1,2-diphenylethanone', 'deoxybenzoin'}, {'4-(2-phenylethenyl)phenol', '4-styrylphenol'}, {'2-phenyl-2,3-dihydro-1-benzofuran', 'phenylcoumaran'}]","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",196.0964,221000.0,nan,nan,196.08882,38.656,"same","C14H12O",9.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",197.0578,345000.0,nan,nan,196.05243,-5101.904111382544,"same","C13H8O2*",10.0,"(196.05243, 6.0)","('C13H8O2', 10.0)","{'O=C1C2=CC=CC=C2OC2=CC=CC=C12', 'O=C1C2=CC=CC=C2C2=C1C=CC=C2O', 'O=C1OC2=CC=CC=C2C2=CC=CC=C12'}","[{'xanthone', 'xanthen-9-one'}, {'4-hydroxy-9-fluorenone', '4-hydroxyfluoren-9-one'}, {'6h-dibenzo[b,d]pyran-6-one', 'benzo[c]chromen-6-one'}]","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",197.0639,447000.0,nan,nan,196.18272,4491.629,"same","C13H24O",2.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",197.0701,165000.0,nan,nan,196.18272,4523.232,"same","C13H24O",2.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",197.0946,103000.0,nan,nan,196.08882,-5103.031742117824,"same","C14H12O*",9.0,"(196.08882, 7.5)","('C14H12O', 9.0)","{'O=C(CC1=CC=CC=C1)C1=CC=CC=C1', 'OC1=CC=C(C=CC2=CC=CC=C2)C=C1', 'C1=CC=C(C2CC3=CC=CC=C3O2)C=C1'}","[{'1,2-diphenylethanone', 'deoxybenzoin'}, {'4-(2-phenylethenyl)phenol', '4-styrylphenol'}, {'2-phenyl-2,3-dihydro-1-benzofuran', 'phenylcoumaran'}]","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",197.1007,89900.0,nan,nan,196.18272,4679.209,"same","C13H24O",2.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",198.0646,202000.0,nan,nan,198.06808,-17.57,"same","C13H10O2",9.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",198.0707,296000.0,nan,nan,198.06808,13.228,"same","C13H10O2",9.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",198.0768,123000.0,nan,nan,198.06808,44.025,"same","C13H10O2",9.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",199.0739,145000.0,nan,nan,198.23475,4233.113,"same","C14H30",0.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",199.08,150000.0,nan,nan,198.23475,4263.884,"same","C14H30",0.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",202.0738,178000.0,nan,nan,202.08412,-51.068,"same","C9H14O5",3.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",202.08,399000.0,nan,nan,202.08412,-20.388,"same","C9H14O5",3.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",202.0862,222000.0,nan,nan,202.08412,10.293,"same","C9H14O5",3.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",203.0808,113000.0,nan,nan,204.04226,-4712.063,"same","C11H8O4",8.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",203.0871,195000.0,nan,nan,204.04226,-4681.187,"same","C11H8O4",8.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",203.0933,104000.0,nan,nan,204.04226,-4650.801,"same","C11H8O4",8.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",205.0586,125000.0,nan,nan,204.11503,4622.737,"same","C13H16O2",6.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",205.0649,581000.0,nan,nan,204.11503,4653.601,"same","C13H16O2",6.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",205.0711,553000.0,nan,nan,204.11503,4683.976,"same","C13H16O2",6.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",205.0774,133000.0,nan,nan,204.11503,4714.841,"same","C13H16O2",6.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",206.0668,155000.0,nan,nan,206.05791,43.143,"same","C11H10O4",7.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",206.0731,420000.0,nan,nan,206.05791,73.717,"same","C11H10O4",7.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",206.0793,293000.0,nan,nan,206.09429,-72.734,"same","C12H14O3",6.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",207.0774,471000.0,nan,nan,208.03717,-4613.454,"same","C10H8O5",7.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",207.0837,917000.0,nan,nan,208.03717,-4583.171,"same","C10H8O5",7.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",207.09,349000.0,nan,nan,208.03717,-4552.888,"same","C10H8O5",7.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",208.0842,186000.0,nan,nan,208.08882,-22.202,"same","C15H12O",10.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",208.0905,248000.0,nan,nan,208.08882,8.073,"same","C15H12O",10.0,"(208.08882, 8.1)","('C15H12O', 10.0)","{'O=CC(=CC1=CC=CC=C1)C1=CC=CC=C1', 'CC1=CC=C2OC(C3=CC=CC=C3)=CC2=C1'}","[{'postulated structure'}, {'postulated structure'}]","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",208.0968,107000.0,nan,nan,208.08882,38.349,"same","C15H12O",10.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",209.0556,144000.0,nan,nan,208.1252,4470.386,"same","C16H16",9.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",209.0619,323000.0,nan,nan,208.1252,4500.656,"same","C16H16",9.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",209.0682,191000.0,nan,nan,208.1252,4530.927,"same","C16H16",9.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",209.0745,88500.0,nan,nan,208.1252,4561.197,"same","C16H16",9.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",209.0935,152000.0,nan,nan,208.08882,-4804.931764975991,"same","C15H12O*",10.0,"(208.08882, 8.1)","('C15H12O', 10.0)","{'O=CC(=CC1=CC=CC=C1)C1=CC=CC=C1', 'CC1=CC=C2OC(C3=CC=CC=C3)=CC2=C1'}","[{'postulated structure'}, {'postulated structure'}]","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",209.0998,216000.0,nan,nan,210.05282,-4537.049,"same","C10H10O5",6.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",209.1061,89300.0,nan,nan,210.05282,-4507.057,"same","C10H10O5",6.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",210.0609,89900.0,nan,nan,210.06808,-34.179,"same","C14H10O2",10.0,"","","","","","","","","","","",""
"DIMER_27_362DA_APPI_363HCD40.csv",210.0672,296000.0,nan,nan,210.06808,-4.189,"same","C14H10O2",10.0,"(210.06808, -4.2)","('C14H10O2', 10.0)","{'OC1=CC=C(C2=CC3=C(C=CC=C3)O2)C=C1', 'O=C1C=CC(=C2CC3=C(C=CC=C3)O2)C=C1'}","[{'4-(1-benzofuran-2-yl)phenol'}, {'postulated structure'}]","","","","","","","",""
