"source file","M/Z","Intensity","Ret Time","Intensity Relative to Standard","Closest matched MW","Error (ppm) to closest MW match","Closest match Type","Closest matched formula","Closest matched formula DBE","Molecular ion matching MWs","Molecular ion matching chemical formulas","Molecular ion matching SMILES","Molecular ion matching chemical names","Deprotonated matching MWs","Deprotonated matching chemical formulas","Deprotonated matching SMILES","Deprotonated matching chemical names","Protonated matching MWs","Protonated matching chemical formulas","Protonated matching SMILES","Protonated matching chemical names"
"DIMER-27-362DA-APPI363HCD50.csv",139.0607,157000.0,nan,nan,139.05478,42.573,"-H","C11H8",8.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",140.0616,184000.0,nan,nan,140.0626,-7.14,"same","C11H8",8.0,"(140.0626, -7.1)","('C11H8', 8.0)","{'C1=CC2=C3C=CC=C3CC2=C1', 'C1=CC2=C(C=C3C=CC2=C3)C1', 'C1=CC2=CC=C3C=CC(=C1)C23', 'C1=C2CC(=C1)C1=CC=CC=C21'}","[{'7h-cyclopenta[a]pentalene'}, {'cyclopenta[ed]inden', 'tricyclo[6.2.1.02,6]undeca-1(11),2(6),3,7,9-pentaene'}, {'tricyclo[5.3.1.04,11]undeca-1(10),2,4,6,8-pentaene', '7bbetah-cyclopenta[cd]indene', '7bh-cyclopent[cd]indene'}, {'tricyclo[6.2.1.02,7]undeca-1(10),2,4,6,8-pentaene', '1,4-methanonaphthalene'}]","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",140.0668,160000.0,nan,nan,140.0626,29.987,"same","C11H8",8.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",141.0662,183000.0,nan,nan,140.0626,-7114.390264996192,"same","C11H8*",8.0,"(140.0626, -7.1)","('C11H8', 8.0)","{'C1=CC2=C3C=CC=C3CC2=C1', 'C1=CC2=C(C=C3C=CC2=C3)C1', 'C1=CC2=CC=C3C=CC(=C1)C23', 'C1=C2CC(=C1)C1=CC=CC=C21'}","[{'7h-cyclopenta[a]pentalene'}, {'cyclopenta[ed]inden', 'tricyclo[6.2.1.02,6]undeca-1(11),2(6),3,7,9-pentaene'}, {'tricyclo[5.3.1.04,11]undeca-1(10),2,4,6,8-pentaene', '7bbetah-cyclopenta[cd]indene', '7bh-cyclopent[cd]indene'}, {'tricyclo[6.2.1.02,7]undeca-1(10),2,4,6,8-pentaene', '1,4-methanonaphthalene'}]","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",141.0714,505000.0,nan,nan,141.07043,6.876,"-H","C11H10",7.0,"","","","","(141.07043, 6.9)","('C11H10', 7.0)","{'C=CC1C=CC2=CC=CC=C21', 'CC1=CC2=CC=CC=C2C=C1', 'CC1=CC=CC2=C1C=CC=C2', 'C=CC1=CCC2=CC=CC=C12'}","[{'1-ethenyl-1h-indene'}, {'2-methylnaphthalene'}, {'1-methylnaphthalene'}, {'3-ethenyl-1h-indene'}]","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",141.0766,283000.0,nan,nan,141.07043,43.737,"-H","C11H10",7.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",151.0567,212000.0,nan,nan,151.03952,113.745,"-H","C8H8O3",5.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",152.0567,190000.0,nan,nan,152.04734,61.56,"same","C8H8O3",5.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",152.0621,1260000.0,nan,nan,152.04734,97.075,"same","C8H8O3",5.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",152.0675,1110000.0,nan,nan,152.08373,-106.718,"same","C9H12O2",4.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",152.0729,149000.0,nan,nan,152.08373,-71.211,"same","C9H12O2",4.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",153.0655,368000.0,nan,nan,153.07043,-32.207,"-H","C12H10",8.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",153.0709,1200000.0,nan,nan,153.07043,3.07,"-H","C12H10",8.0,"","","","","(153.07043, 3.1)","('C12H10', 8.0)","{'C1=CC=C(C2=CC=CC=C2)C=C1', 'C1=CC2=C3C(=C1)CCC3=CC=C2'}","[{""1,1'-biphenyl""}, {'acenaphthene', '1,2-dihydroacenaphthylene'}]","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",153.0763,635000.0,nan,nan,153.07043,38.348,"-H","C12H10",8.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",154.0722,123000.0,nan,nan,154.07825,-39.266,"same","C12H10",8.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",154.0776,233000.0,nan,nan,154.07825,-4.219,"same","C12H10",8.0,"(154.07825, -4.2)","('C12H10', 8.0)","{'C1=CC=C(C2=CC=CC=C2)C=C1', 'C1=CC2=C3C(=C1)CCC3=CC=C2'}","[{""1,1'-biphenyl""}, {'acenaphthene', '1,2-dihydroacenaphthylene'}]","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",154.0831,128000.0,nan,nan,154.07825,31.478,"same","C12H10",8.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",155.0496,177000.0,nan,nan,155.04969,-0.58,"-H","C11H8O",8.0,"","","","","(155.04969, -0.6)","('C11H8O', 8.0)","{'C=CC1=CC2=CC=CC=C2C1=O', 'C1=CC2=CC3=C(C=C2C1)OC=C3', 'C1=CC2=C(C1)C1=CC=CC=C1O2', 'C=C1C=CC(=O)C2=CC=CC=C12'}","[{'postulated structure'}, {'7h-cyclopenta[f][1]benzofuran'}, {'1h-cyclopenta[b]benzofuran'}, {'4-methylidenenaphthalen-1-one'}]","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",155.055,143000.0,nan,nan,155.04969,34.247,"-H","C11H8O",8.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",155.0876,127000.0,nan,nan,155.08608,9.801,"-H","C12H12",7.0,"","","","","(155.08608, 9.8)","('C12H12', 7.0)","{'C=CC=C(C=C)C1=CC=CC=C1', 'C1=CCCC(C2=CC=CC=C2)=C1'}","[{'hexa-1,3,5-trien-3-ylbenzene'}, {'1-phenyl-cyclohexa-1,3-diene', '1-phenyl-1,3-cyclohexadiene', 'cyclohexa-1,3-dien-1-ylbenzene'}]","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",157.0683,152000.0,nan,nan,157.06534,18.846,"-H","C11H10O",7.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",164.0632,110000.0,nan,nan,164.04734,96.679,"same","C9H8O3",6.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",165.0661,512000.0,nan,nan,165.07043,-26.231,"-H","C13H10",9.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",165.0717,2200000.0,nan,nan,165.07043,7.694,"-H","C13H10",9.0,"","","","","(165.07043, 7.7)","('C13H10', 9.0)","{'C1=CC2=CC=C3C=CC=CC3=C2C1', 'C1=CC=C2C(=C1)CC1=C2C=CC=C1'}","[{'benzindene', '1h-cyclopenta[a]naphthalene', '1h-benz[e]indene'}, {'diphenylenemethane', '9h-fluorene', 'o-biphenylenemethane'}]","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",165.0773,1080000.0,nan,nan,165.07043,41.619,"-H","C13H10",9.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",166.072,233000.0,nan,nan,166.07825,-37.633,"same","C13H10",9.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",166.0776,633000.0,nan,nan,166.07825,-3.914,"same","C13H10",9.0,"(166.07825, -3.9)","('C13H10', 9.0)","{'C1=CC2=CC=C3C=CC=CC3=C2C1', 'C1=CC=C2C(=C1)CC1=C2C=CC=C1'}","[{'benzindene', '1h-cyclopenta[a]naphthalene', '1h-benz[e]indene'}, {'diphenylenemethane', '9h-fluorene', 'o-biphenylenemethane'}]","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",166.0833,376000.0,nan,nan,166.07825,30.407,"same","C13H10",9.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",167.081,204000.0,nan,nan,166.07825,-6001.580071941106,"same","C13H10*",9.0,"(166.07825, -3.9)","('C13H10', 9.0)","{'C1=CC2=CC=C3C=CC=CC3=C2C1', 'C1=CC=C2C(=C1)CC1=C2C=CC=C1'}","[{'benzindene', '1h-cyclopenta[a]naphthalene', '1h-benz[e]indene'}, {'diphenylenemethane', '9h-fluorene', 'o-biphenylenemethane'}]","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",167.0866,525000.0,nan,nan,167.08608,3.112,"-H","C13H12",8.0,"","","","","(167.08608, 3.1)","('C13H12', 8.0)","{'CC1=CC=CC=C1C1=CC=CC=C1', 'CC1=CC(C2=CC=CC=C2)=CC=C1', 'CC1=CC=C(C2=CC=CC=C2)C=C1'}","[{'1-methyl-2-phenylbenzene', '2-methylbiphenyl'}, {'3-phenyltoluene', '1-methyl-3-phenylbenzene', '3-methylbiphenyl'}, {'4-methylbiphenyl', '1-methyl-4-phenylbenzene'}]","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",167.0923,314000.0,nan,nan,167.08608,37.226,"-H","C13H12",8.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",168.0534,235000.0,nan,nan,168.05751,-24.456,"same","C12H8O",9.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",168.0591,618000.0,nan,nan,168.05751,9.461,"same","C12H8O",9.0,"(168.05751, 9.5)","('C12H8O', 9.0)","{'OC1=CC=CC2=C1C1=C2C=CC=C1', 'C1=CC=C2C(=C1)OC1=C2C=CC=C1', 'OC1=C2C=CC3=C2C(=CC=C3)C=C1', 'OC1=CC2=C3C(=CC=C2)C=CC3=C1'}","[{'biphenyl enol', 'hydroxybiphenylen', 'biphenylen-1-ol'}, {'dibenzofuran'}, {'acenaphthylen-3-ol'}, {'4-acenaphthylenol', 'acenaphthylen-4-ol', '7-hydroxyacenaphthylene'}]","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",168.0647,322000.0,nan,nan,168.05751,42.783,"same","C12H8O",9.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",169.0627,293000.0,nan,nan,168.05751,-5945.663945979798,"same","C12H8O*",9.0,"(168.05751, 9.5)","('C12H8O', 9.0)","{'OC1=CC=CC2=C1C1=C2C=CC=C1', 'C1=CC=C2C(=C1)OC1=C2C=CC=C1', 'OC1=C2C=CC3=C2C(=CC=C3)C=C1', 'OC1=CC2=C3C(=CC=C2)C=CC3=C1'}","[{'biphenyl enol', 'hydroxybiphenylen', 'biphenylen-1-ol'}, {'dibenzofuran'}, {'acenaphthylen-3-ol'}, {'4-acenaphthylenol', 'acenaphthylen-4-ol', '7-hydroxyacenaphthylene'}]","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",169.0684,379000.0,nan,nan,169.06534,18.1,"-H","C12H10O",8.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",169.0741,127000.0,nan,nan,169.06534,51.814,"-H","C12H10O",8.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",176.0618,222000.0,nan,nan,176.04734,82.137,"same","C10H8O3",7.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",176.0676,222000.0,nan,nan,176.08373,-91.604,"same","C11H12O2",6.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",177.0658,183000.0,nan,nan,177.05517,60.038,"-H","C10H10O3",6.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",177.0716,435000.0,nan,nan,177.05517,92.796,"-H","C10H10O3",6.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",177.0775,238000.0,nan,nan,177.09155,-79.337,"-H","C11H14O2",5.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",178.0727,336000.0,nan,nan,178.06299,54.531,"same","C10H10O3",6.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",178.0785,1890000.0,nan,nan,178.06299,87.104,"same","C10H10O3",6.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",178.0843,1290000.0,nan,nan,178.09938,-84.672,"same","C11H14O2",5.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",178.0902,119000.0,nan,nan,178.09938,-51.544,"same","C11H14O2",5.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",179.0824,524000.0,nan,nan,179.08608,-20.549,"-H","C14H12",9.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",179.0882,800000.0,nan,nan,179.08608,11.838,"-H","C14H12",9.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",179.0941,255000.0,nan,nan,179.08608,44.783,"-H","C14H12",9.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",181.0633,706000.0,nan,nan,181.06534,-11.267,"-H","C13H10O",9.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",181.0692,1080000.0,nan,nan,181.06534,21.318,"-H","C13H10O",9.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",181.0751,288000.0,nan,nan,181.06534,53.903,"-H","C13H10O",9.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",182.0697,257000.0,nan,nan,182.07316,-19.003,"same","C13H10O",9.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",182.0755,319000.0,nan,nan,182.07316,12.852,"same","C13H10O",9.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",182.0814,116000.0,nan,nan,182.07316,45.257,"same","C13H10O",9.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",183.0788,129000.0,nan,nan,183.08099,-11.962,"-H","C13H12O",8.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",183.0847,138000.0,nan,nan,183.08099,20.264,"-H","C13H12O",8.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",184.0492,148000.0,nan,nan,184.05243,-17.549,"same","C12H8O2",9.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",184.0551,236000.0,nan,nan,184.05243,14.507,"same","C12H8O2",9.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",185.0579,163000.0,nan,nan,185.06025,-12.699,"-H","C12H10O2",8.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",185.0638,202000.0,nan,nan,185.06025,19.183,"-H","C12H10O2",8.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",189.066,187000.0,nan,nan,189.05517,57.285,"-H","C11H10O3",7.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",189.072,465000.0,nan,nan,189.05517,89.022,"-H","C11H10O3",7.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",189.078,261000.0,nan,nan,189.09155,-71.658,"-H","C12H14O2",6.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",190.0763,277000.0,nan,nan,190.06299,70.029,"same","C11H10O3",7.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",190.0823,299000.0,nan,nan,190.09938,-89.848,"same","C12H14O2",6.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",191.0832,376000.0,nan,nan,191.08608,-15.072,"-H","C15H12",10.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",191.0892,603000.0,nan,nan,191.08608,16.328,"-H","C15H12",10.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",191.0952,218000.0,nan,nan,191.08608,47.727,"-H","C15H12",10.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",192.0927,162000.0,nan,nan,192.0939,-6.247,"same","C15H12",10.0,"(192.0939, -6.2)","('C15H12', 10.0)","{'C1=C(C2=CC=CC=C2)CC2=CC=CC=C12', 'C1=CC2=CC(C3=CC=CC=C3)=CC=C2C1'}","[{'postulated structure'}, {'postulated structure'}]","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",192.0988,116000.0,nan,nan,192.0939,25.508,"same","C15H12",10.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",193.0685,135000.0,nan,nan,193.06534,16.368,"-H","C14H10O",10.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",194.0712,209000.0,nan,nan,194.07316,-10.099,"same","C14H10O",10.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",194.0772,259000.0,nan,nan,194.07316,20.817,"same","C14H10O",10.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",195.0764,248000.0,nan,nan,195.08099,-23.529,"-H","C14H12O",9.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",195.0825,619000.0,nan,nan,195.08099,7.74,"-H","C14H12O",9.0,"","","","","(195.08099, 7.7)","('C14H12O', 9.0)","{'O=C(CC1=CC=CC=C1)C1=CC=CC=C1', 'OC1=CC=C(C=CC2=CC=CC=C2)C=C1', 'C1=CC=C(C2CC3=CC=CC=C3O2)C=C1'}","[{'1,2-diphenylethanone', 'deoxybenzoin'}, {'4-(2-phenylethenyl)phenol', '4-styrylphenol'}, {'2-phenyl-2,3-dihydro-1-benzofuran', 'phenylcoumaran'}]","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",195.0886,328000.0,nan,nan,195.08099,39.009,"-H","C14H12O",9.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",196.0536,240000.0,nan,nan,196.05243,5.968,"same","C13H8O2",10.0,"(196.05243, 6.0)","('C13H8O2', 10.0)","{'O=C1C2=CC=CC=C2OC2=CC=CC=C12', 'O=C1C2=CC=CC=C2C2=C1C=CC=C2O', 'O=C1OC2=CC=CC=C2C2=CC=CC=C12'}","[{'xanthone', 'xanthen-9-one'}, {'4-hydroxy-9-fluorenone', '4-hydroxyfluoren-9-one'}, {'6h-dibenzo[b,d]pyran-6-one', 'benzo[c]chromen-6-one'}]","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",196.0597,153000.0,nan,nan,196.05243,37.082,"same","C13H8O2",10.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",196.0903,154000.0,nan,nan,196.08882,7.548,"same","C14H12O",9.0,"(196.08882, 7.5)","('C14H12O', 9.0)","{'O=C(CC1=CC=CC=C1)C1=CC=CC=C1', 'OC1=CC=C(C=CC2=CC=CC=C2)C=C1', 'C1=CC=C(C2CC3=CC=CC=C3O2)C=C1'}","[{'1,2-diphenylethanone', 'deoxybenzoin'}, {'4-(2-phenylethenyl)phenol', '4-styrylphenol'}, {'2-phenyl-2,3-dihydro-1-benzofuran', 'phenylcoumaran'}]","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",197.0578,278000.0,nan,nan,197.06025,-12.433,"-H","C13H10O2",9.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",197.0639,377000.0,nan,nan,197.06025,18.522,"-H","C13H10O2",9.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",197.0701,137000.0,nan,nan,197.06025,49.985,"-H","C13H10O2",9.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",198.0646,131000.0,nan,nan,198.06808,-17.57,"same","C13H10O2",9.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",198.0707,173000.0,nan,nan,198.06808,13.228,"same","C13H10O2",9.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",202.0738,158000.0,nan,nan,202.08412,-51.068,"same","C9H14O5",3.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",202.08,333000.0,nan,nan,202.08412,-20.388,"same","C9H14O5",3.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",202.0862,183000.0,nan,nan,202.08412,10.293,"same","C9H14O5",3.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",203.0871,133000.0,nan,nan,203.07082,80.169,"-H","C12H12O3",7.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",205.0649,440000.0,nan,nan,205.05008,72.275,"-H","C11H10O4",7.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",205.0711,417000.0,nan,nan,205.08647,-74.944,"-H","C12H14O3",6.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",206.0731,213000.0,nan,nan,206.05791,73.717,"same","C11H10O4",7.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",206.0793,137000.0,nan,nan,206.09429,-72.734,"same","C12H14O3",6.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",207.0774,208000.0,nan,nan,207.08099,-17.336,"-H","C15H12O",10.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",207.0837,333000.0,nan,nan,207.08099,13.087,"-H","C15H12O",10.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",207.09,151000.0,nan,nan,207.08099,43.51,"-H","C15H12O",10.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",209.0619,161000.0,nan,nan,209.06025,7.892,"-H","C14H10O2",10.0,"","","","","(209.06025, 7.9)","('C14H10O2', 10.0)","{'OC1=CC=C(C2=CC3=C(C=CC=C3)O2)C=C1', 'O=C1C=CC(=C2CC3=C(C=CC=C3)O2)C=C1'}","[{'4-(1-benzofuran-2-yl)phenol'}, {'postulated structure'}]","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",210.0672,127000.0,nan,nan,210.06808,4.189135667039437,"same","C14H10O2*",10.0,"(210.06808, -4.2)","('C14H10O2', 10.0)","{'OC1=CC=C(C2=CC3=C(C=CC=C3)O2)C=C1', 'O=C1C=CC(=C2CC3=C(C=CC=C3)O2)C=C1'}","[{'4-(1-benzofuran-2-yl)phenol'}, {'postulated structure'}]","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",210.0735,114000.0,nan,nan,210.06808,25.801,"same","C14H10O2",10.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",211.0749,181000.0,nan,nan,211.0759,-4.738,"-H","C14H12O2",9.0,"","","","","(211.0759, -4.7)","('C14H12O2', 9.0)","{'OC1=CC=C(C=CC2=CC=C(O)C=C2)C=C1', 'O=C1C=CC(=C2CC3=C(C=CC=C3)O2)CC1', 'OC1=CC=C(C=CC2=CC=CC=C2O)C=C1', 'OC(=COC1=CC=CC=C1)C1=CC=CC=C1', 'OC1=CC=C(C2CC3=C(C=CC=C3)O2)C=C1', 'O=C(COC1=CC=CC=C1)C1=CC=CC=C1', 'OC1=CC=C(C=COC2=CC=CC=C2)C=C1', 'OC1=CC=C(C=CC2=CC(O)=CC=C2)C=C1'}","[{'postulated structure'}, {'postulated structure'}, {'2-[2-(4-hydroxyphenyl)ethenyl]phenol'}, {'postulated structure'}, {'2-(4-hydroxyphenyl)coumaran', '4-(2,3-dihydro-1-benzofuran-2-yl)phenol'}, {'2-phenoxy-1-phenylethanone', '2-phenoxyacetophenone'}, {'postulated structure'}, {'postulated structure'}]","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",211.0812,171000.0,nan,nan,211.0759,25.109,"-H","C14H12O2",9.0,"","","","","","","","","","","",""
"DIMER-27-362DA-APPI363HCD50.csv",212.0468,128000.0,nan,nan,212.04734,-2.547,"same","C13H8O3",10.0,"(212.04734, -2.5)","('C13H8O3', 10.0)","{'O=CC1=CC=C2OC3=C(C=CC=C3)OC2=C1', 'O=C1C2=CC=CC=C2OC2=C1C=C(O)C=C2'}","[{'dibenzo-p-dioxin-2-carbaldehyde'}, {'2-hydroxyxanthone', '2-hydroxyxanthen-9-one'}]","","","","","","","",""
